"timepoint","state","y","ysl_kansas","ysl_kansas_lag1","y_lag1","latitude","longitude","total_qtrly_wages","emplvlcapita","y_lag2","ysl_kansas_lag2","y_lag3","ysl_kansas_lag3","y_lag4","ysl_kansas_lag4","y_lag5","ysl_kansas_lag5","ysl_kansas_lead1","ysl_kansas_lead2","ysl_kansas_lead3","nearst_neighbor1","nearst_neighbor2","nearst_neighbor3","nearst_neighbor4","nearst_neighbor1_lag1","nearst_neighbor2_lag1","nearst_neighbor3_lag1","nearst_neighbor4_lag1","nearst_neighbor1_lag2","nearst_neighbor2_lag2","nearst_neighbor3_lag2","nearst_neighbor4_lag2","nearst_neighbor1_lag3","nearst_neighbor2_lag3","nearst_neighbor3_lag3","nearst_neighbor4_lag3","nearst_neighbor1_lag4","nearst_neighbor2_lag4","nearst_neighbor3_lag4","nearst_neighbor4_lag4","nearst_neighbor1_lead1","nearst_neighbor2_lead1","nearst_neighbor3_lead1","nearst_neighbor4_lead1","nearst_neighbor1_lead2","nearst_neighbor2_lead2","nearst_neighbor3_lead2","nearst_neighbor4_lead2","nearst_neighbor1_lead3","nearst_neighbor2_lead3","nearst_neighbor3_lead3","nearst_neighbor4_lead3","nearst_neighbor1_lead4","nearst_neighbor2_lead4","nearst_neighbor3_lead4","nearst_neighbor4_lead4"
35,"Kansas",10.3280256065393,48.6732952396021,48.6237221472917,10.3188488340505,39.048191,-95.677956,8340237792,0.479474811710298,10.3095560983317,48.5733138663473,10.3001447783612,48.5220420784638,10.2899783544824,48.4814083248934,10.2796581794108,48.4400690140391,48.7220599926601,48.740300891992,48.7581073380419,10.4036804361319,10.3583426180712,10.3147890039438,10.3603015571074,10.3953773904007,10.3477356105554,10.3072951889397,10.3530991430986,10.3869216724953,10.3370069099373,10.2997255459695,10.3458252936087,10.3783087216368,10.3261537816055,10.2920786980498,10.3384787452394,10.3704051252977,10.3143413813506,10.2876550029083,10.3312690095577,10.4118351861792,10.3688305780157,10.322208331996,10.3674337669257,10.4217668979124,10.3709926676229,10.3290650537655,10.3736669835962,10.431509855852,10.3731483045468,10.3358618092976,10.3798452286031,10.4410698398436,10.3752975226169,10.3425995367856,10.3859693423312
36,"Kansas",10.3370889522706,48.7220599926601,48.6732952396021,10.3280256065393,39.048191,-95.677956,9439470128,0.487952504883934,10.3188488340505,48.6237221472917,10.3095560983317,48.5733138663473,10.3001447783612,48.5220420784638,10.2899783544824,48.4814083248934,48.740300891992,48.7581073380419,48.7754942137822,10.4118351861792,10.3688305780157,10.322208331996,10.3674337669257,10.4036804361319,10.3583426180712,10.3147890039438,10.3603015571074,10.3953773904007,10.3477356105554,10.3072951889397,10.3530991430986,10.3869216724953,10.3370069099373,10.2997255459695,10.3458252936087,10.3783087216368,10.3261537816055,10.2920786980498,10.3384787452394,10.4217668979124,10.3709926676229,10.3290650537655,10.3736669835962,10.431509855852,10.3731483045468,10.3358618092976,10.3798452286031,10.4410698398436,10.3752975226169,10.3425995367856,10.3859693423312,10.4504523811846,10.3774403554027,10.3492791528368,10.3920401464417
37,"Kansas",10.3385999145544,48.740300891992,48.7220599926601,10.3370889522706,39.048191,-95.677956,8503563666,0.476110309204191,10.3280256065393,48.6732952396021,10.3188488340505,48.6237221472917,10.3095560983317,48.5733138663473,10.3001447783612,48.5220420784638,48.7581073380419,48.7754942137822,48.7924753745563,10.4217668979124,10.3709926676229,10.3290650537655,10.3736669835962,10.4118351861792,10.3688305780157,10.322208331996,10.3674337669257,10.4036804361319,10.3583426180712,10.3147890039438,10.3603015571074,10.3953773904007,10.3477356105554,10.3072951889397,10.3530991430986,10.3869216724953,10.3370069099373,10.2997255459695,10.3458252936087,10.431509855852,10.3731483045468,10.3358618092976,10.3798452286031,10.4410698398436,10.3752975226169,10.3425995367856,10.3859693423312,10.4504523811846,10.3774403554027,10.3492791528368,10.3920401464417,10.4532115797072,10.3867753394398,10.3537480811049,10.4011719478192
38,"Kansas",10.3401042915726,48.7581073380419,48.740300891992,10.3385999145544,39.048191,-95.677956,8962900263,0.48813317929161,10.3370889522706,48.7220599926601,10.3280256065393,48.6732952396021,10.3188488340505,48.6237221472917,10.3095560983317,48.5733138663473,48.7754942137822,48.7924753745563,48.8203900161387,10.431509855852,10.3731483045468,10.3358618092976,10.3798452286031,10.4217668979124,10.3709926676229,10.3290650537655,10.3736669835962,10.4118351861792,10.3688305780157,10.322208331996,10.3674337669257,10.4036804361319,10.3583426180712,10.3147890039438,10.3603015571074,10.3953773904007,10.3477356105554,10.3072951889397,10.3530991430986,10.4410698398436,10.3752975226169,10.3425995367856,10.3859693423312,10.4504523811846,10.3774403554027,10.3492791528368,10.3920401464417,10.4532115797072,10.3867753394398,10.3537480811049,10.4011719478192,10.4559387968802,10.3960184456146,10.3581949076924,10.4102053300836
39,"Kansas",10.3416021279737,48.7754942137822,48.7581073380419,10.3401042915726,39.048191,-95.677956,8877027170,0.482868979676605,10.3385999145544,48.740300891992,10.3370889522706,48.7220599926601,10.3280256065393,48.6732952396021,10.3188488340505,48.6237221472917,48.7924753745563,48.8203900161387,48.8479857602987,10.4410698398436,10.3752975226169,10.3425995367856,10.3859693423312,10.431509855852,10.3731483045468,10.3358618092976,10.3798452286031,10.4217668979124,10.3709926676229,10.3290650537655,10.3736669835962,10.4118351861792,10.3688305780157,10.322208331996,10.3674337669257,10.4036804361319,10.3583426180712,10.3147890039438,10.3603015571074,10.4504523811846,10.3774403554027,10.3492791528368,10.3920401464417,10.4532115797072,10.3867753394398,10.3537480811049,10.4011719478192,10.4559387968802,10.3960184456146,10.3581949076924,10.4102053300836,10.4586345955024,10.4051714128169,10.3626198397976,10.4191422384943
40,"Kansas",10.3430934679898,48.7924753745563,48.7754942137822,10.3416021279737,39.048191,-95.677956,10141411541,0.489582067964691,10.3401042915726,48.7581073380419,10.3385999145544,48.740300891992,10.3370889522706,48.7220599926601,10.3280256065393,48.6732952396021,48.8203900161387,48.8479857602987,48.8752699405816,10.4504523811846,10.3774403554027,10.3492791528368,10.3920401464417,10.4410698398436,10.3752975226169,10.3425995367856,10.3859693423312,10.431509855852,10.3731483045468,10.3358618092976,10.3798452286031,10.4217668979124,10.3709926676229,10.3290650537655,10.3736669835962,10.4118351861792,10.3688305780157,10.322208331996,10.3674337669257,10.4532115797072,10.3867753394398,10.3537480811049,10.4011719478192,10.4559387968802,10.3960184456146,10.3581949076924,10.4102053300836,10.4586345955024,10.4051714128169,10.3626198397976,10.4191422384943,10.4612995250232,10.4142359310782,10.3670230817259,10.4279845615664
41,"Kansas",10.3520358948276,48.8203900161387,48.7924753745563,10.3430934679898,39.048191,-95.677956,9347141056,0.479557032427621,10.3416021279737,48.7754942137822,10.3401042915726,48.7581073380419,10.3385999145544,48.740300891992,10.3370889522706,48.7220599926601,48.8479857602987,48.8752699405816,48.9022496067608,10.4532115797072,10.3867753394398,10.3537480811049,10.4011719478192,10.4504523811846,10.3774403554027,10.3492791528368,10.3920401464417,10.4410698398436,10.3752975226169,10.3425995367856,10.3859693423312,10.431509855852,10.3731483045468,10.3358618092976,10.3798452286031,10.4217668979124,10.3709926676229,10.3290650537655,10.3736669835962,10.4559387968802,10.3960184456146,10.3581949076924,10.4102053300836,10.4586345955024,10.4051714128169,10.3626198397976,10.4191422384943,10.4612995250232,10.4142359310782,10.3670230817259,10.4279845615664,10.4665198682344,10.4251147015506,10.3801869366171,10.4389200911089
42,"Kansas",10.3608851935452,48.8479857602987,48.8203900161387,10.3520358948276,39.048191,-95.677956,9569081701,0.493283274004961,10.3430934679898,48.7924753745563,10.3416021279737,48.7754942137822,10.3401042915726,48.7581073380419,10.3385999145544,48.740300891992,48.8752699405816,48.9022496067608,48.9433719734184,10.4559387968802,10.3960184456146,10.3581949076924,10.4102053300836,10.4532115797072,10.3867753394398,10.3537480811049,10.4011719478192,10.4504523811846,10.3774403554027,10.3492791528368,10.3920401464417,10.4410698398436,10.3752975226169,10.3425995367856,10.3859693423312,10.431509855852,10.3731483045468,10.3358618092976,10.3798452286031,10.4586345955024,10.4051714128169,10.3626198397976,10.4191422384943,10.4612995250232,10.4142359310782,10.3670230817259,10.4279845615664,10.4665198682344,10.4251147015506,10.3801869366171,10.4389200911089,10.4716684554509,10.4358624633241,10.3931748309328,10.4497109422964
43,"Kansas",10.3696431525479,48.8752699405816,48.8479857602987,10.3608851935452,39.048191,-95.677956,9540472036,0.484614544937649,10.3520358948276,48.8203900161387,10.3430934679898,48.7924753745563,10.3416021279737,48.7754942137822,10.3401042915726,48.7581073380419,48.9022496067608,48.9433719734184,48.9839450129781,10.4586345955024,10.4051714128169,10.3626198397976,10.4191422384943,10.4559387968802,10.3960184456146,10.3581949076924,10.4102053300836,10.4532115797072,10.3867753394398,10.3537480811049,10.4011719478192,10.4504523811846,10.3774403554027,10.3492791528368,10.3920401464417,10.4410698398436,10.3752975226169,10.3425995367856,10.3859693423312,10.4612995250232,10.4142359310782,10.3670230817259,10.4279845615664,10.4665198682344,10.4251147015506,10.3801869366171,10.4389200911089,10.4716684554509,10.4358624633241,10.3931748309328,10.4497109422964,10.4767468229077,10.4464821785008,10.4059913432323,10.4603605834433
44,"Kansas",10.3783115094953,48.9022496067608,48.8752699405816,10.3696431525479,39.048191,-95.677956,10105159012,0.491072653475327,10.3608851935452,48.8479857602987,10.3520358948276,48.8203900161387,10.3430934679898,48.7924753745563,10.3416021279737,48.7754942137822,48.9433719734184,48.9839450129781,49.0239822514543,10.4612995250232,10.4142359310782,10.3670230817259,10.4279845615664,10.4586345955024,10.4051714128169,10.3626198397976,10.4191422384943,10.4559387968802,10.3960184456146,10.3581949076924,10.4102053300836,10.4532115797072,10.3867753394398,10.3537480811049,10.4011719478192,10.4504523811846,10.3774403554027,10.3492791528368,10.3920401464417,10.4665198682344,10.4251147015506,10.3801869366171,10.4389200911089,10.4716684554509,10.4358624633241,10.3931748309328,10.4497109422964,10.4767468229077,10.4464821785008,10.4059913432323,10.4603605834433,10.4817564615958,10.4569767101267,10.4186408756986,10.4708723606337
45,"Kansas",10.3847729598037,48.9433719734184,48.9022496067608,10.3783115094953,39.048191,-95.677956,9830452713,0.48523207219503,10.3696431525479,48.8752699405816,10.3608851935452,48.8479857602987,10.3520358948276,48.8203900161387,10.3430934679898,48.7924753745563,48.9839450129781,49.0239822514543,49.0634967047876,10.4665198682344,10.4251147015506,10.3801869366171,10.4389200911089,10.4612995250232,10.4142359310782,10.3670230817259,10.4279845615664,10.4586345955024,10.4051714128169,10.3626198397976,10.4191422384943,10.4559387968802,10.3960184456146,10.3581949076924,10.4102053300836,10.4532115797072,10.3867753394398,10.3537480811049,10.4011719478192,10.4716684554509,10.4358624633241,10.3931748309328,10.4497109422964,10.4767468229077,10.4464821785008,10.4059913432323,10.4603605834433,10.4817564615958,10.4569767101267,10.4186408756986,10.4708723606337,10.4905750420726,10.4682557729771,10.4301742719095,10.4889940207575
46,"Kansas",10.3911794887841,48.9839450129781,48.9433719734184,10.3847729598037,39.048191,-95.677956,9864915781,0.493117342378541,10.3783115094953,48.9022496067608,10.3696431525479,48.8752699405816,10.3608851935452,48.8479857602987,10.3520358948276,48.8203900161387,49.0239822514543,49.0634967047876,49.117966140306,10.4716684554509,10.4358624633241,10.3931748309328,10.4497109422964,10.4665198682344,10.4251147015506,10.3801869366171,10.4389200911089,10.4612995250232,10.4142359310782,10.3670230817259,10.4279845615664,10.4586345955024,10.4051714128169,10.3626198397976,10.4191422384943,10.4559387968802,10.3960184456146,10.3581949076924,10.4102053300836,10.4767468229077,10.4464821785008,10.4059913432323,10.4603605834433,10.4817564615958,10.4569767101267,10.4186408756986,10.4708723606337,10.4905750420726,10.4682557729771,10.4301742719095,10.4889940207575,10.499248729274,10.4793894501892,10.4415611828526,10.5067404500773
47,"Kansas",10.3975319235236,49.0239822514543,48.9839450129781,10.3911794887841,39.048191,-95.677956,9704907858,0.483799099789618,10.3847729598037,48.9433719734184,10.3783115094953,48.9022496067608,10.3696431525479,48.8752699405816,10.3608851935452,48.8479857602987,49.0634967047876,49.117966140306,49.1715674446645,10.4767468229077,10.4464821785008,10.4059913432323,10.4603605834433,10.4716684554509,10.4358624633241,10.3931748309328,10.4497109422964,10.4665198682344,10.4251147015506,10.3801869366171,10.4389200911089,10.4612995250232,10.4142359310782,10.3670230817259,10.4279845615664,10.4586345955024,10.4051714128169,10.3626198397976,10.4191422384943,10.4817564615958,10.4569767101267,10.4186408756986,10.4708723606337,10.4905750420726,10.4682557729771,10.4301742719095,10.4889940207575,10.499248729274,10.4793894501892,10.4415611828526,10.5067404500773,10.5077813834918,10.4903812117213,10.4528051060854,10.5241258937579
48,"Kansas",10.4038310728344,49.0634967047876,49.0239822514543,10.3975319235236,39.048191,-95.677956,10391837272,0.488270813775364,10.3911794887841,48.9839450129781,10.3847729598037,48.9433719734184,10.3783115094953,48.9022496067608,10.3696431525479,48.8752699405816,49.117966140306,49.1715674446645,49.224327034094,10.4817564615958,10.4569767101267,10.4186408756986,10.4708723606337,10.4767468229077,10.4464821785008,10.4059913432323,10.4603605834433,10.4716684554509,10.4358624633241,10.3931748309328,10.4497109422964,10.4665198682344,10.4251147015506,10.3801869366171,10.4389200911089,10.4612995250232,10.4142359310782,10.3670230817259,10.4279845615664,10.4905750420726,10.4682557729771,10.4301742719095,10.4889940207575,10.499248729274,10.4793894501892,10.4415611828526,10.5067404500773,10.5077813834918,10.4903812117213,10.4528051060854,10.5241258937579,10.5161767199442,10.5012344053232,10.463909415702,10.5411638047752
49,"Kansas",10.4136383109492,49.117966140306,49.0634967047876,10.4038310728344,39.048191,-95.677956,9938023234,0.474780805603515,10.3975319235236,49.0239822514543,10.3911794887841,48.9839450129781,10.3847729598037,48.9433719734184,10.3783115094953,48.9022496067608,49.1715674446645,49.224327034094,49.276270077234,10.4905750420726,10.4682557729771,10.4301742719095,10.4889940207575,10.4817564615958,10.4569767101267,10.4186408756986,10.4708723606337,10.4767468229077,10.4464821785008,10.4059913432323,10.4603605834433,10.4716684554509,10.4358624633241,10.3931748309328,10.4497109422964,10.4665198682344,10.4251147015506,10.3801869366171,10.4389200911089,10.499248729274,10.4793894501892,10.4415611828526,10.5067404500773,10.5077813834918,10.4903812117213,10.4528051060854,10.5241258937579,10.5161767199442,10.5012344053232,10.463909415702,10.5411638047752,10.5393891825061,10.5081471651101,10.4801345412546,10.5479322856496
50,"Kansas",10.4233334665554,49.1715674446645,49.117966140306,10.4136383109492,39.048191,-95.677956,10027689519,0.486189196733179,10.4038310728344,49.0634967047876,10.3975319235236,49.0239822514543,10.3911794887841,48.9839450129781,10.3847729598037,48.9433719734184,49.224327034094,49.276270077234,49.3477187592192,10.499248729274,10.4793894501892,10.4415611828526,10.5067404500773,10.4905750420726,10.4682557729771,10.4301742719095,10.4889940207575,10.4817564615958,10.4569767101267,10.4186408756986,10.4708723606337,10.4767468229077,10.4464821785008,10.4059913432323,10.4603605834433,10.4716684554509,10.4358624633241,10.3931748309328,10.4497109422964,10.5077813834918,10.4903812117213,10.4528051060854,10.5241258937579,10.5161767199442,10.5012344053232,10.463909415702,10.5411638047752,10.5393891825061,10.5081471651101,10.4801345412546,10.5479322856496,10.5618916832441,10.515002511326,10.4960693478323,10.5546346553744
51,"Kansas",10.4329188981128,49.224327034094,49.1715674446645,10.4233334665554,39.048191,-95.677956,9751357525,0.476407018018878,10.4136383109492,49.117966140306,10.4038310728344,49.0634967047876,10.3975319235236,49.0239822514543,10.3911794887841,48.9839450129781,49.276270077234,49.3477187592192,49.4175653860934,10.5077813834918,10.4903812117213,10.4528051060854,10.5241258937579,10.499248729274,10.4793894501892,10.4415611828526,10.5067404500773,10.4905750420726,10.4682557729771,10.4301742719095,10.4889940207575,10.4817564615958,10.4569767101267,10.4186408756986,10.4708723606337,10.4767468229077,10.4464821785008,10.4059913432323,10.4603605834433,10.5161767199442,10.5012344053232,10.463909415702,10.5411638047752,10.5393891825061,10.5081471651101,10.4801345412546,10.5479322856496,10.5618916832441,10.515002511326,10.4960693478323,10.5546346553744,10.5837217495043,10.5218013153834,10.5117235285647,10.561272026217
52,"Kansas",10.4423968908274,49.276270077234,49.224327034094,10.4329188981128,39.048191,-95.677956,10450761825,0.481018153807805,10.4233334665554,49.1715674446645,10.4136383109492,49.117966140306,10.4038310728344,49.0634967047876,10.3975319235236,49.0239822514543,49.3477187592192,49.4175653860934,49.4858817041979,10.5161767199442,10.5012344053232,10.463909415702,10.5411638047752,10.5077813834918,10.4903812117213,10.4528051060854,10.5241258937579,10.499248729274,10.4793894501892,10.4415611828526,10.5067404500773,10.4905750420726,10.4682557729771,10.4301742719095,10.4889940207575,10.4817564615958,10.4569767101267,10.4186408756986,10.4708723606337,10.5393891825061,10.5081471651101,10.4801345412546,10.5479322856496,10.5618916832441,10.515002511326,10.4960693478323,10.5546346553744,10.5837217495043,10.5218013153834,10.5117235285647,10.561272026217,10.604914056276,10.5285444291508,10.5271063004836,10.5678454832472
53,"Kansas",10.4561733366943,49.3477187592192,49.276270077234,10.4423968908274,39.048191,-95.677956,10041615094,0.467500108948304,10.4329188981128,49.224327034094,10.4233334665554,49.1715674446645,10.4136383109492,49.117966140306,10.4038310728344,49.0634967047876,49.4175653860934,49.4858817041979,49.5527344024384,10.5393891825061,10.5081471651101,10.4801345412546,10.5479322856496,10.5161767199442,10.5012344053232,10.463909415702,10.5411638047752,10.5077813834918,10.4903812117213,10.4528051060854,10.5241258937579,10.499248729274,10.4793894501892,10.4415611828526,10.5067404500773,10.4905750420726,10.4682557729771,10.4301742719095,10.4889940207575,10.5618916832441,10.515002511326,10.4960693478323,10.5546346553744,10.5837217495043,10.5218013153834,10.5117235285647,10.561272026217,10.604914056276,10.5285444291508,10.5271063004836,10.5678454832472,10.6163878182983,10.5449224098755,10.5532200793022,10.5805048744684
54,"Kansas",10.4697344498495,49.4175653860934,49.3477187592192,10.4561733366943,39.048191,-95.677956,9943150845,0.474906707106707,10.4423968908274,49.276270077234,10.4329188981128,49.224327034094,10.4233334665554,49.1715674446645,10.4136383109492,49.117966140306,49.4858817041979,49.5527344024384,49.6356069081338,10.5618916832441,10.515002511326,10.4960693478323,10.5546346553744,10.5393891825061,10.5081471651101,10.4801345412546,10.5479322856496,10.5161767199442,10.5012344053232,10.463909415702,10.5411638047752,10.5077813834918,10.4903812117213,10.4528051060854,10.5241258937579,10.499248729274,10.4793894501892,10.4415611828526,10.5067404500773,10.5837217495043,10.5218013153834,10.5117235285647,10.561272026217,10.604914056276,10.5285444291508,10.5271063004836,10.5678454832472,10.6163878182983,10.5449224098755,10.5532200793022,10.5805048744684,10.6276355104755,10.5610112202169,10.5786233090926,10.5929630941693
55,"Kansas",10.4830864581499,49.4858817041979,49.4175653860934,10.4697344498495,39.048191,-95.677956,9835413390,0.467258416146316,10.4561733366943,49.3477187592192,10.4423968908274,49.276270077234,10.4329188981128,49.224327034094,10.4233334665554,49.1715674446645,49.5527344024384,49.6356069081338,49.7164142596259,10.5837217495043,10.5218013153834,10.5117235285647,10.561272026217,10.5618916832441,10.515002511326,10.4960693478323,10.5546346553744,10.5393891825061,10.5081471651101,10.4801345412546,10.5479322856496,10.5161767199442,10.5012344053232,10.463909415702,10.5411638047752,10.5077813834918,10.4903812117213,10.4528051060854,10.5241258937579,10.604914056276,10.5285444291508,10.5271063004836,10.5678454832472,10.6163878182983,10.5449224098755,10.5532200793022,10.5805048744684,10.6276355104755,10.5610112202169,10.5786233090926,10.5929630941693,10.6386644400437,10.5768204800901,10.6033524763625,10.605225844053
56,"Kansas",10.4962353242506,49.5527344024384,49.4858817041979,10.4830864581499,39.048191,-95.677956,10633993849,0.474596402279808,10.4697344498495,49.4175653860934,10.4561733366943,49.3477187592192,10.4423968908274,49.276270077234,10.4329188981128,49.224327034094,49.6356069081338,49.7164142596259,49.7952627135069,10.604914056276,10.5285444291508,10.5271063004836,10.5678454832472,10.5837217495043,10.5218013153834,10.5117235285647,10.561272026217,10.5618916832441,10.515002511326,10.4960693478323,10.5546346553744,10.5393891825061,10.5081471651101,10.4801345412546,10.5479322856496,10.5161767199442,10.5012344053232,10.463909415702,10.5411638047752,10.6163878182983,10.5449224098755,10.5532200793022,10.5805048744684,10.6276355104755,10.5610112202169,10.5786233090926,10.5929630941693,10.6386644400437,10.5768204800901,10.6033524763625,10.605225844053,10.6494815794593,10.5923593381191,10.6274413303884,10.6172985894661
57,"Kansas",10.506867000447,49.6356069081338,49.5527344024384,10.4962353242506,39.048191,-95.677956,10256945709,0.463975592698338,10.4830864581499,49.4858817041979,10.4697344498495,49.4175653860934,10.4561733366943,49.3477187592192,10.4423968908274,49.276270077234,49.7164142596259,49.7952627135069,49.8722495393166,10.6163878182983,10.5449224098755,10.5532200793022,10.5805048744684,10.604914056276,10.5285444291508,10.5271063004836,10.5678454832472,10.5837217495043,10.5218013153834,10.5117235285647,10.561272026217,10.5618916832441,10.515002511326,10.4960693478323,10.5546346553744,10.5393891825061,10.5081471651101,10.4801345412546,10.5479322856496,10.6276355104755,10.5610112202169,10.5786233090926,10.5929630941693,10.6386644400437,10.5768204800901,10.6033524763625,10.605225844053,10.6494815794593,10.5923593381191,10.6274413303884,10.6172985894661,10.6531882458179,10.6040343881618,10.6313317465072,10.6265649778768
58,"Kansas",10.5173659662334,49.7164142596259,49.6356069081338,10.506867000447,39.048191,-95.677956,10345283359,0.478034117196962,10.4962353242506,49.5527344024384,10.4830864581499,49.4858817041979,10.4697344498495,49.4175653860934,10.4561733366943,49.3477187592192,49.7952627135069,49.8722495393166,49.9165865196255,10.6276355104755,10.5610112202169,10.5786233090926,10.5929630941693,10.6163878182983,10.5449224098755,10.5532200793022,10.5805048744684,10.604914056276,10.5285444291508,10.5271063004836,10.5678454832472,10.5837217495043,10.5218013153834,10.5117235285647,10.561272026217,10.5618916832441,10.515002511326,10.4960693478323,10.5546346553744,10.6386644400437,10.5768204800901,10.6033524763625,10.605225844053,10.6494815794593,10.5923593381191,10.6274413303884,10.6172985894661,10.6531882458179,10.6040343881618,10.6313317465072,10.6265649778768,10.6750543253095,10.6202922523243,10.6432842458321,10.6410770229392
59,"Kansas",10.5277352590377,49.7952627135069,49.7164142596259,10.5173659662334,39.048191,-95.677956,10428131937,0.472866259148358,10.506867000447,49.6356069081338,10.4962353242506,49.5527344024384,10.4830864581499,49.4858817041979,10.4697344498495,49.4175653860934,49.8722495393166,49.9165865196255,49.9833533306352,10.6386644400437,10.5768204800901,10.6033524763625,10.605225844053,10.6276355104755,10.5610112202169,10.5786233090926,10.5929630941693,10.6163878182983,10.5449224098755,10.5532200793022,10.5805048744684,10.604914056276,10.5285444291508,10.5271063004836,10.5678454832472,10.5837217495043,10.5218013153834,10.5117235285647,10.561272026217,10.6494815794593,10.5923593381191,10.6274413303884,10.6172985894661,10.6531882458179,10.6040343881618,10.6313317465072,10.6265649778768,10.6750543253095,10.6202922523243,10.6432842458321,10.6410770229392,10.7015939808938,10.629776922927,10.6331168733818,10.6580235486381
60,"Kansas",10.5379778138195,49.8722495393166,49.7952627135069,10.5277352590377,39.048191,-95.677956,11418321604,0.479034821689287,10.5173659662334,49.7164142596259,10.506867000447,49.6356069081338,10.4962353242506,49.5527344024384,10.4830864581499,49.4858817041979,49.9165865196255,49.9833533306352,50.0487675879394,10.6494815794593,10.5923593381191,10.6274413303884,10.6172985894661,10.6386644400437,10.5768204800901,10.6033524763625,10.605225844053,10.6276355104755,10.5610112202169,10.5786233090926,10.5929630941693,10.6163878182983,10.5449224098755,10.5532200793022,10.5805048744684,10.604914056276,10.5285444291508,10.5271063004836,10.5678454832472,10.6531882458179,10.6040343881618,10.6313317465072,10.6265649778768,10.6750543253095,10.6202922523243,10.6432842458321,10.6410770229392,10.7015939808938,10.629776922927,10.6331168733818,10.6580235486381,10.7216055696551,10.6225953583934,10.6468444249922,10.6635515819839
61,"Kansas",10.5440690491069,49.9165865196255,49.8722495393166,10.5379778138195,39.048191,-95.677956,10519752366,0.467490183522208,10.5277352590377,49.7952627135069,10.5173659662334,49.7164142596259,10.506867000447,49.6356069081338,10.4962353242506,49.5527344024384,49.9833533306352,50.0487675879394,50.1181057631194,10.6531882458179,10.6040343881618,10.6313317465072,10.6265649778768,10.6494815794593,10.5923593381191,10.6274413303884,10.6172985894661,10.6386644400437,10.5768204800901,10.6033524763625,10.605225844053,10.6276355104755,10.5610112202169,10.5786233090926,10.5929630941693,10.6163878182983,10.5449224098755,10.5532200793022,10.5805048744684,10.6750543253095,10.6202922523243,10.6432842458321,10.6410770229392,10.7015939808938,10.629776922927,10.6331168733818,10.6580235486381,10.7216055696551,10.6225953583934,10.6468444249922,10.6635515819839,10.7379997678998,10.6388257099133,10.6668914871589,10.6987485647798
62,"Kansas",10.5586829508856,49.9833533306352,49.9165865196255,10.5440690491069,39.048191,-95.677956,10876457639,0.479081831870329,10.5379778138195,49.8722495393166,10.5277352590377,49.7952627135069,10.5173659662334,49.7164142596259,10.506867000447,49.6356069081338,50.0487675879394,50.1181057631194,50.1837527023334,10.6750543253095,10.6202922523243,10.6432842458321,10.6410770229392,10.6531882458179,10.6040343881618,10.6313317465072,10.6265649778768,10.6494815794593,10.5923593381191,10.6274413303884,10.6172985894661,10.6386644400437,10.5768204800901,10.6033524763625,10.605225844053,10.6276355104755,10.5610112202169,10.5786233090926,10.5929630941693,10.7015939808938,10.629776922927,10.6331168733818,10.6580235486381,10.7216055696551,10.6225953583934,10.6468444249922,10.6635515819839,10.7379997678998,10.6388257099133,10.6668914871589,10.6987485647798,10.7467619599967,10.6536111677513,10.6633655486697,10.683125840492
63,"Kansas",10.5523488722974,50.0487675879394,49.9833533306352,10.5586829508856,39.048191,-95.677956,11131274927,0.472404989140492,10.5440690491069,49.9165865196255,10.5379778138195,49.8722495393166,10.5277352590377,49.7952627135069,10.5173659662334,49.7164142596259,50.1181057631194,50.1837527023334,50.189699725794,10.7015939808938,10.629776922927,10.6331168733818,10.6580235486381,10.6750543253095,10.6202922523243,10.6432842458321,10.6410770229392,10.6531882458179,10.6040343881618,10.6313317465072,10.6265649778768,10.6494815794593,10.5923593381191,10.6274413303884,10.6172985894661,10.6386644400437,10.5768204800901,10.6033524763625,10.605225844053,10.7216055696551,10.6225953583934,10.6468444249922,10.6635515819839,10.7379997678998,10.6388257099133,10.6668914871589,10.6987485647798,10.7467619599967,10.6536111677513,10.6633655486697,10.683125840492,10.7591954199626,10.6637402657181,10.6808803891699,10.6896687333777
64,"Kansas",10.6020469064497,50.1181057631194,50.0487675879394,10.5523488722974,39.048191,-95.677956,11680044261,0.47850522423292,10.5586829508856,49.9833533306352,10.5440690491069,49.9165865196255,10.5379778138195,49.8722495393166,10.5277352590377,49.7952627135069,50.1837527023334,50.189699725794,50.2128029834788,10.7216055696551,10.6225953583934,10.6468444249922,10.6635515819839,10.7015939808938,10.629776922927,10.6331168733818,10.6580235486381,10.6750543253095,10.6202922523243,10.6432842458321,10.6410770229392,10.6531882458179,10.6040343881618,10.6313317465072,10.6265649778768,10.6494815794593,10.5923593381191,10.6274413303884,10.6172985894661,10.7379997678998,10.6388257099133,10.6668914871589,10.6987485647798,10.7467619599967,10.6536111677513,10.6633655486697,10.683125840492,10.7591954199626,10.6637402657181,10.6808803891699,10.6896687333777,10.7705409739784,10.6850468322913,10.7079541954684,10.7168346387273
