"","X","Fips","year","qtr","state","gdp","revenuepop","rev_state_total","rev_local_total","popestimate","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","avg_wkly_wage"
"1511",1511,9,2012,1,"Connecticut",237916,6947,18709.495,11031.635,3593795,110307,1593939,1602323,1612284,27599394154,11191363537,1325
"1512",1512,9,2012,2,"Connecticut",238556,6947,18709.495,11031.635,3593795,111108,1623285,1638335,1649454,23633434950,3997506909,1111
"1513",1513,9,2012,3,"Connecticut",239699,6947,18709.495,11031.635,3593795,111518,1612917,1608080,1638727,22905613903,2316545422,1088
"1514",1514,9,2012,4,"Connecticut",241676,6947,18709.495,11031.635,3593795,111730,1644168,1652685,1656778,26920696863,1794670605,1254
"1515",1515,9,2013,1,"Connecticut",239146,7230,19483.715,11303.303,3596003,111916,1606604,1605641,1618488,27605124728,11208321329,1319
"1516",1516,9,2013,2,"Connecticut",238388,7230,19483.715,11303.303,3596003,112644,1641382,1656024,1666682,24252565324,4070220252,1127
"1517",1517,9,2013,3,"Connecticut",242104,7230,19483.715,11303.303,3596003,113133,1632456,1628752,1650625,23598901193,2402205362,1109
"1518",1518,9,2013,4,"Connecticut",244264,7230,19483.715,11303.303,3596003,113309,1653177,1662951,1661218,26830421454,1870960434,1244
"1519",1519,9,2014,1,"Connecticut",241476,7255,19480.58,11675.166,3591873,113029,1619372,1615943,1626973,28688111180,11298674783,1362
"1520",1520,9,2014,2,"Connecticut",242914,7255,19480.58,11675.166,3591873,113772,1652668,1668789,1677481,25008152291,4136350939,1154
"1521",1521,9,2014,3,"Connecticut",246001,7255,19480.58,11675.166,3591873,114262,1647501,1641859,1664278,24123945099,2466727684,1124
"1522",1522,9,2014,4,"Connecticut",248120,7255,19480.58,11675.166,3591873,114638,1669555,1677972,1680481,27874082952,1962473008,1279
"1523",1523,9,2015,1,"Connecticut",252161,7422,19737.125,12051.906,3584730,114480,1636104,1631250,1640288,29385223599,11376041733,1382
"1524",1524,9,2015,2,"Connecticut",256518,7422,19737.125,12051.906,3584730,115339,1658893,1680346,1691672,25677524058,4248852515,1178
"1525",1525,9,2015,3,"Connecticut",255801,7422,19737.125,12051.906,3584730,116383,1651723,1644584,1668829,24685976756,2568556720,1147
"1526",1526,9,2015,4,"Connecticut",257588,7422,19737.125,12051.906,3584730,116246,1679300,1685631,1685277,29216794644,2084064669,1335
"1527",1527,9,2016,1,"Connecticut",258889,NA,NA,NA,3576452,116220,1639851,1638749,1649941,29096640722,11644171779,1362
"1528",1528,9,2016,2,"Connecticut",260006,NA,NA,NA,3576452,116871,1663444,1681637,1690195,26422492366,4321923741,1211
"1529",1529,9,2016,3,"Connecticut",260497,NA,NA,NA,3576452,116799,1659793,1651060,1674045,26058048935,2622527841,1206
"1530",1530,9,2016,4,"Connecticut",260282,NA,NA,NA,3576452,117331,1678840,1685789,1685307,28198203680,1978124266,1289
"1531",1531,9,2017,1,"Connecticut",258301,NA,NA,NA,NA,117375,1646882,1643181,1651123,30278649681,11972717940,1414
"1532",1532,9,2017,2,"Connecticut",260124,NA,NA,NA,NA,118628,1664507,1683407,1701178,26614862526,4226787823,1216
"1533",1533,9,2017,3,"Connecticut",263834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1534",1534,10,1963,1,"Delaware",1885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1535",1535,10,1963,2,"Delaware",1885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1536",1536,10,1963,3,"Delaware",1885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1537",1537,10,1963,4,"Delaware",1885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1538",1538,10,1964,1,"Delaware",2068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1539",1539,10,1964,2,"Delaware",2068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1540",1540,10,1964,3,"Delaware",2068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1541",1541,10,1964,4,"Delaware",2068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1542",1542,10,1965,1,"Delaware",2313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1543",1543,10,1965,2,"Delaware",2313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1544",1544,10,1965,3,"Delaware",2313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1545",1545,10,1965,4,"Delaware",2313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1546",1546,10,1966,1,"Delaware",2482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1547",1547,10,1966,2,"Delaware",2482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1548",1548,10,1966,3,"Delaware",2482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1549",1549,10,1966,4,"Delaware",2482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1550",1550,10,1967,1,"Delaware",2605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1551",1551,10,1967,2,"Delaware",2605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1552",1552,10,1967,3,"Delaware",2605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1553",1553,10,1967,4,"Delaware",2605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1554",1554,10,1968,1,"Delaware",2884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1555",1555,10,1968,2,"Delaware",2884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1556",1556,10,1968,3,"Delaware",2884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1557",1557,10,1968,4,"Delaware",2884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1558",1558,10,1969,1,"Delaware",3069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1559",1559,10,1969,2,"Delaware",3069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1560",1560,10,1969,3,"Delaware",3069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1561",1561,10,1969,4,"Delaware",3069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1562",1562,10,1970,1,"Delaware",3166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1563",1563,10,1970,2,"Delaware",3166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1564",1564,10,1970,3,"Delaware",3166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1565",1565,10,1970,4,"Delaware",3166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1566",1566,10,1971,1,"Delaware",3623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1567",1567,10,1971,2,"Delaware",3623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1568",1568,10,1971,3,"Delaware",3623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1569",1569,10,1971,4,"Delaware",3623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1570",1570,10,1972,1,"Delaware",3984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1571",1571,10,1972,2,"Delaware",3984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1572",1572,10,1972,3,"Delaware",3984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1573",1573,10,1972,4,"Delaware",3984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1574",1574,10,1973,1,"Delaware",4516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1575",1575,10,1973,2,"Delaware",4516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1576",1576,10,1973,3,"Delaware",4516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1577",1577,10,1973,4,"Delaware",4516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1578",1578,10,1974,1,"Delaware",4737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1579",1579,10,1974,2,"Delaware",4737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1580",1580,10,1974,3,"Delaware",4737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1581",1581,10,1974,4,"Delaware",4737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1582",1582,10,1975,1,"Delaware",5025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1583",1583,10,1975,2,"Delaware",5025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1584",1584,10,1975,3,"Delaware",5025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1585",1585,10,1975,4,"Delaware",5025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1586",1586,10,1976,1,"Delaware",5470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1587",1587,10,1976,2,"Delaware",5470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1588",1588,10,1976,3,"Delaware",5470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1589",1589,10,1976,4,"Delaware",5470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1590",1590,10,1977,1,"Delaware",6056,815.648648648649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1591",1591,10,1977,2,"Delaware",6056,815.648648648649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1592",1592,10,1977,3,"Delaware",6056,815.648648648649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1593",1593,10,1977,4,"Delaware",6056,815.648648648649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1594",1594,10,1978,1,"Delaware",6747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1595",1595,10,1978,2,"Delaware",6747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1596",1596,10,1978,3,"Delaware",6747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1597",1597,10,1978,4,"Delaware",6747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1598",1598,10,1979,1,"Delaware",7304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1599",1599,10,1979,2,"Delaware",7304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1600",1600,10,1979,3,"Delaware",7304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1601",1601,10,1979,4,"Delaware",7304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1602",1602,10,1980,1,"Delaware",7898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1603",1603,10,1980,2,"Delaware",7898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1604",1604,10,1980,3,"Delaware",7898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1605",1605,10,1980,4,"Delaware",7898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1606",1606,10,1981,1,"Delaware",8839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1607",1607,10,1981,2,"Delaware",8839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1608",1608,10,1981,3,"Delaware",8839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1609",1609,10,1981,4,"Delaware",8839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1610",1610,10,1982,1,"Delaware",9498,1205.59098497496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1611",1611,10,1982,2,"Delaware",9498,1205.59098497496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1612",1612,10,1982,3,"Delaware",9498,1205.59098497496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1613",1613,10,1982,4,"Delaware",9498,1205.59098497496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1614",1614,10,1983,1,"Delaware",10611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1615",1615,10,1983,2,"Delaware",10611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1616",1616,10,1983,3,"Delaware",10611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1617",1617,10,1983,4,"Delaware",10611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1618",1618,10,1984,1,"Delaware",11925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1619",1619,10,1984,2,"Delaware",11925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1620",1620,10,1984,3,"Delaware",11925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1621",1621,10,1984,4,"Delaware",11925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1622",1622,10,1985,1,"Delaware",13092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1623",1623,10,1985,2,"Delaware",13092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1624",1624,10,1985,3,"Delaware",13092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1625",1625,10,1985,4,"Delaware",13092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1626",1626,10,1986,1,"Delaware",14138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1627",1627,10,1986,2,"Delaware",14138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1628",1628,10,1986,3,"Delaware",14138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1629",1629,10,1986,4,"Delaware",14138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1630",1630,10,1987,1,"Delaware",15568,1787.03139717425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1631",1631,10,1987,2,"Delaware",15568,1787.03139717425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1632",1632,10,1987,3,"Delaware",15568,1787.03139717425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1633",1633,10,1987,4,"Delaware",15568,1787.03139717425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1634",1634,10,1988,1,"Delaware",16887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1635",1635,10,1988,2,"Delaware",16887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1636",1636,10,1988,3,"Delaware",16887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1637",1637,10,1988,4,"Delaware",16887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1638",1638,10,1989,1,"Delaware",18900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1639",1639,10,1989,2,"Delaware",18900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1640",1640,10,1989,3,"Delaware",18900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1641",1641,10,1989,4,"Delaware",18900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1642",1642,10,1990,1,"Delaware",19928,NA,NA,NA,669567,18376,334334,335683,340155,2091119920,0,478
"1643",1643,10,1990,2,"Delaware",19928,NA,NA,NA,669567,18586,341896,345547,349700,2033534510,0,452
"1644",1644,10,1990,3,"Delaware",19928,NA,NA,NA,669567,19076,345720,347869,345709,2064956175,0,459
"1645",1645,10,1990,4,"Delaware",19928,NA,NA,NA,669567,19137,340813,338114,338612,2156879984,0,489
"1646",1646,10,1991,1,"Delaware",21746,NA,NA,NA,683080,19512,332628,326787,336279,2158615973,0,500
"1647",1647,10,1991,2,"Delaware",21746,NA,NA,NA,683080,19765,331856,341714,344819,2101278780,0,476
"1648",1648,10,1991,3,"Delaware",21746,NA,NA,NA,683080,19830,340826,338343,335974,2125081769,0,483
"1649",1649,10,1991,4,"Delaware",21746,NA,NA,NA,683080,19975,339559,339118,338486,2270808086,0,515
"1650",1650,10,1992,1,"Delaware",22907,2345.33188405797,NA,NA,694925,20149,325903,324752,328068,2194695385,0,517
"1651",1651,10,1992,2,"Delaware",22907,2345.33188405797,NA,NA,694925,20809,337256,340343,346213,2172672349,0,490
"1652",1652,10,1992,3,"Delaware",22907,2345.33188405797,NA,NA,694925,20792,342302,342906,339152,2179564010,0,491
"1653",1653,10,1992,4,"Delaware",22907,2345.33188405797,NA,NA,694925,20876,335248,340198,341452,2414667074,0,548
"1654",1654,10,1993,1,"Delaware",23509,NA,NA,NA,706378,21142,329148,329729,330878,2179144210,0,508
"1655",1655,10,1993,2,"Delaware",23509,NA,NA,NA,706378,21546,337006,341653,347619,2262810769,0,509
"1656",1656,10,1993,3,"Delaware",23509,NA,NA,NA,706378,21057,347349,346493,345671,2287600055,0,508
"1657",1657,10,1993,4,"Delaware",23509,NA,NA,NA,706378,19064,342493,343673,346025,2521260347,0,564
"1658",1658,10,1994,1,"Delaware",25638,NA,NA,NA,717545,18975,334397,333496,337389,2366021777,0,543
"1659",1659,10,1994,2,"Delaware",25638,NA,NA,NA,717545,19085,342660,347111,354631,2362456709,0,522
"1660",1660,10,1994,3,"Delaware",25638,NA,NA,NA,717545,19340,349492,353505,354715,2409774879,0,526
"1661",1661,10,1994,4,"Delaware",25638,NA,NA,NA,717545,19591,352823,355511,357717,2586617363,0,560
"1662",1662,10,1995,1,"Delaware",27721,NA,NA,NA,729734,19803,345799,347860,351189,2627749535,0,580
"1663",1663,10,1995,2,"Delaware",27721,NA,NA,NA,729734,19914,354857,359080,363184,2531291103,0,542
"1664",1664,10,1995,3,"Delaware",27721,NA,NA,NA,729734,20131,362563,365427,363082,2523276522,0,534
"1665",1665,10,1995,4,"Delaware",27721,NA,NA,NA,729734,20191,362636,363294,366132,2771555615,0,586
"1666",1666,10,1996,1,"Delaware",29156,NA,NA,NA,740977,20585,347003,354675,355424,2830496540,0,618
"1667",1667,10,1996,2,"Delaware",29156,NA,NA,NA,740977,20773,364437,371302,377562,2712555029,0,562
"1668",1668,10,1996,3,"Delaware",29156,NA,NA,NA,740977,20877,373981,374384,371576,2713330248,0,559
"1669",1669,10,1996,4,"Delaware",29156,NA,NA,NA,740977,21408,370504,373139,374851,3034834008,0,626
"1670",1670,10,1997,1,"Delaware",33672,2932.9306122449,NA,NA,751487,21545,363124,364368,368584,3033629831,0,639
"1671",1671,10,1997,2,"Delaware",33672,2932.9306122449,NA,NA,751487,21446,373077,377441,384737,2857900627,0,581
"1672",1672,10,1997,3,"Delaware",33672,2932.9306122449,NA,NA,751487,21811,382881,385594,383635,2969429058,0,595
"1673",1673,10,1997,4,"Delaware",33672,2932.9306122449,NA,NA,751487,22427,382098,384596,388772,3324098142,0,664
"1674",1674,10,1998,1,"Delaware",37298,NA,NA,NA,763335,22419,376409,374528,378668,3288386579,0,672
"1675",1675,10,1998,2,"Delaware",37298,NA,NA,NA,763335,22858,384958,389884,396555,3179711654,0,626
"1676",1676,10,1998,3,"Delaware",37298,NA,NA,NA,763335,23341,393534,397814,394932,3156649236,0,614
"1677",1677,10,1998,4,"Delaware",37298,NA,NA,NA,763335,23546,392886,394555,399382,3631672744,0,706
"1678",1678,10,1999,1,"Delaware",41341,NA,NA,NA,774990,23734,384092,386469,391662,3473424273,0,690
"1679",1679,10,1999,2,"Delaware",41341,NA,NA,NA,774990,23898,398713,402518,410588,3360497609,0,640
"1680",1680,10,1999,3,"Delaware",41341,NA,NA,NA,774990,23962,406278,407971,403728,3432623798,0,650
"1681",1681,10,1999,4,"Delaware",41341,NA,NA,NA,774990,24158,407523,411557,413749,3882379406,0,727
"1682",1682,10,2000,1,"Delaware",42129,NA,NA,NA,786373,24284,397362,396807,403366,3787723420,0,730
"1683",1683,10,2000,2,"Delaware",42129,NA,NA,NA,786373,24439,404111,410383,419428,3524861093,0,659
"1684",1684,10,2000,3,"Delaware",42129,NA,NA,NA,786373,24751,415014,413461,410773,3607631551,0,672
"1685",1685,10,2000,4,"Delaware",42129,NA,NA,NA,786373,24802,408281,410007,413141,4070605736,0,763
"1686",1686,10,2001,1,"Delaware",44768,NA,NA,NA,795699,25115,397416,398816,406879,3971152726,1890645216,762
"1687",1687,10,2001,2,"Delaware",44768,NA,NA,NA,795699,25206,404777,408547,416363,3721203111,589583516,698
"1688",1688,10,2001,3,"Delaware",44768,NA,NA,NA,795699,25247,411582,411090,406831,3778537549,368116223,709
"1689",1689,10,2001,4,"Delaware",44768,NA,NA,NA,795699,25445,405516,406260,406750,4158742836,295486906,788
"1690",1690,10,2002,1,"Delaware",47150,3342.16169154229,NA,NA,806169,25739,390002,390917,394297,4160272045,1860659083,817
"1691",1691,10,2002,2,"Delaware",47150,3342.16169154229,NA,NA,806169,25725,398575,404042,407431,3812150042,563941697,727
"1692",1692,10,2002,3,"Delaware",47150,3342.16169154229,NA,NA,806169,25501,408337,407378,407481,3841317934,361334634,725
"1693",1693,10,2002,4,"Delaware",47150,3342.16169154229,NA,NA,806169,25582,404177,404759,406260,4138022618,275814049,786
"1694",1694,10,2003,1,"Delaware",49146,NA,NA,NA,818003,26129,391315,387967,392792,4186603173,1847594727,824
"1695",1695,10,2003,2,"Delaware",49146,NA,NA,NA,818003,26661,397151,402589,409306,3925196641,566589281,749
"1696",1696,10,2003,3,"Delaware",49146,NA,NA,NA,818003,26889,407590,406883,406888,3984276287,361336616,753
"1697",1697,10,2003,4,"Delaware",49146,NA,NA,NA,818003,27336,406811,407367,409338,4374306480,294457159,825
"1698",1698,10,2004,1,"Delaware",52298,3620.71100362757,4112.609,1067.27,830803,28461,397024,398287,402918,4380989151,1893135221,844
"1699",1699,10,2004,2,"Delaware",52298,3620.71100362757,4112.609,1067.27,830803,28948,405369,411437,418280,4139006604,600671561,773
"1700",1700,10,2004,3,"Delaware",52298,3620.71100362757,4112.609,1067.27,830803,29428,416720,415604,414913,4156290954,388768084,769
"1701",1701,10,2004,4,"Delaware",52298,3620.71100362757,4112.609,1067.27,830803,29735,417809,418856,418363,4798564434,315318250,882
"1702",1702,10,2005,1,"Delaware",52121,3902.08785268828,4310.826,1146.331,845150,30083,403259,404323,408169,4633254104,1895420459,879
"1703",1703,10,2005,2,"Delaware",51156,3902.08785268828,4310.826,1146.331,845150,30199,414519,418860,421918,4335796022,618434300,797
"1704",1704,10,2005,3,"Delaware",51480,3902.08785268828,4310.826,1146.331,845150,30402,422495,422358,422389,4513745519,402050934,822
"1705",1705,10,2005,4,"Delaware",58232,3902.08785268828,4310.826,1146.331,845150,30155,422091,426649,425273,5155552805,333856724,934
"1706",1706,10,2006,1,"Delaware",55333,4241.90231904922,4742.802,6153.155,859268,30011,412380,412438,414945,5191034860,2040673201,966
"1707",1707,10,2006,2,"Delaware",56670,4241.90231904922,4742.802,6153.155,859268,30027,419012,424025,430334,4694719827,594713412,851
"1708",1708,10,2006,3,"Delaware",56397,4241.90231904922,4742.802,6153.155,859268,30266,425332,424936,424836,4695457996,392372423,850
"1709",1709,10,2006,4,"Delaware",55606,4241.90231904922,4742.802,6153.155,859268,30344,424504,425773,427728,4959655772,317993077,896
"1710",1710,10,2007,1,"Delaware",56466,4193,5094.581,1294.161,871749,30550,412818,411619,416150,5299630083,2045023389,986
"1711",1711,10,2007,2,"Delaware",58277,4193,5094.581,1294.161,871749,30800,419874,426080,431210,4811181986,583987432,869
"1712",1712,10,2007,3,"Delaware",57008,4193,5094.581,1294.161,871749,31120,427782,427537,425440,4776929778,383732017,861
"1713",1713,10,2007,4,"Delaware",56120,4193,5094.581,1294.161,871749,31250,424733,428131,429574,5143145283,308057821,925
"1714",1714,10,2008,1,"Delaware",55235,4208,5220.285,1328.455,883874,31851,417600,418487,421183,5354003858,2314415769,983
"1715",1715,10,2008,2,"Delaware",55391,4208,5220.285,1328.455,883874,29500,424771,426847,430749,4782082476,753734845,861
"1716",1716,10,2008,3,"Delaware",55363,4208,5220.285,1328.455,883874,29719,427145,425529,422897,4848203424,444449505,877
"1717",1717,10,2008,4,"Delaware",55183,4208,5220.285,1328.455,883874,29565,421116,421397,419276,5141395387,331518417,940
"1718",1718,10,2009,1,"Delaware",57175,4055,5118.152,1351.533,891730,29387,401618,399706,399958,5079222651,2172689032,976
"1719",1719,10,2009,2,"Delaware",57648,4055,5118.152,1351.533,891730,29220,402100,407011,408533,4528411823,685909867,858
"1720",1720,10,2009,3,"Delaware",57713,4055,5118.152,1351.533,891730,29112,404323,403078,401580,4616244788,395931595,881
"1721",1721,10,2009,4,"Delaware",56863,4055,5118.152,1351.533,891730,28750,401574,399695,398939,4996015498,306148656,961
"1722",1722,10,2010,1,"Delaware",57264,4021,5191.852,1350.791,899816,28592,386135,381841,387918,4862350765,2023758879,971
"1723",1723,10,2010,2,"Delaware",56786,4021,5191.852,1350.791,899816,28597,396183,401974,406190,4562347186,714508900,874
"1724",1724,10,2010,3,"Delaware",57523,4021,5191.852,1350.791,899816,28567,407093,405708,405107,4751613600,442234554,900
"1725",1725,10,2010,4,"Delaware",58313,4021,5191.852,1350.791,899816,28334,402982,403434,404370,5246239439,343927044,1000
"1726",1726,10,2011,1,"Delaware",58630,4297,5447.937,1358.877,907924,28027,390722,392428,395513,5249039686,2061069463,1028
"1727",1727,10,2011,2,"Delaware",59724,4297,5447.937,1358.877,907924,27947,404246,405286,408410,4888115454,723832633,926
"1728",1728,10,2011,3,"Delaware",60940,4297,5447.937,1358.877,907924,28002,409129,406593,406919,5025822228,456489348,949
"1729",1729,10,2011,4,"Delaware",60455,4297,5447.937,1358.877,907924,27436,404291,405693,406282,5186069597,329398193,984
"1730",1730,10,2012,1,"Delaware",61155,4503,5469.165,1368.141,916993,27446,393443,394442,398111,5508859264,2155509047,1072
"1731",1731,10,2012,2,"Delaware",60932,4503,5469.165,1368.141,916993,27846,402169,407591,410428,5004928518,689664104,947
"1732",1732,10,2012,3,"Delaware",60679,4503,5469.165,1368.141,916993,28054,410598,409666,408240,4909875013,435831423,922
"1733",1733,10,2012,4,"Delaware",59748,4503,5469.165,1368.141,916993,28044,408869,412029,412167,5562006209,326024009,1041
"1734",1734,10,2013,1,"Delaware",59631,4595,5797.909,1440.971,925395,28033,399106,400846,404479,5575815975,2204961614,1068
"1735",1735,10,2013,2,"Delaware",60255,4595,5797.909,1440.971,925395,28209,409568,414518,418684,5193981213,698495906,964
"1736",1736,10,2013,3,"Delaware",60957,4595,5797.909,1440.971,925395,28424,418953,419272,418005,5115450785,448235466,940
"1737",1737,10,2013,4,"Delaware",63591,4595,5797.909,1440.971,925395,28785,418873,422946,420651,5650227722,366223398,1033
"1738",1738,10,2014,1,"Delaware",64027,4412,5503.599,1513.329,934948,29382,409496,408548,412448,5920490793,2917682288,1110
"1739",1739,10,2014,2,"Delaware",65782,4412,5503.599,1513.329,934948,29849,418530,425474,429594,5386408686,1410309669,976
"1740",1740,10,2014,3,"Delaware",67182,4412,5503.599,1513.329,934948,30357,429214,428079,427083,5344146036,864633271,960
"1741",1741,10,2014,4,"Delaware",67471,4412,5503.599,1513.329,934948,30311,428200,432993,433518,5889421233,638020725,1050
"1742",1742,10,2015,1,"Delaware",68961,4769,5598.783,1594.145,944076,30638,419997,419784,423197,6047602157,3067687038,1105
"1743",1743,10,2015,2,"Delaware",70037,4769,5598.783,1594.145,944076,30741,427850,435971,440182,5628298922,1458429328,996
"1744",1744,10,2015,3,"Delaware",69275,4769,5598.783,1594.145,944076,30972,441575,438331,437414,5525438308,897574878,968
